Category,English,EnURL,French,FrURL,Italian,ItURL,圖檔URL,中文,中文說明,version
Plant-based 植物性,Szechuan pepper,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/szechuan pepper_en.mp3,Poivre de Sichuan,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/szechuan pepper_fr.mp3,Pepe di Sichuan,Szechuan pepper_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/szechuan pepper.jpg,花椒,花椒的口感麻辣刺激，帶有微微的柑橘香氣，常用於川菜、火鍋等菜餚中，能增添風味與麻辣感。,
Plant-based 植物性,Celery seeds,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/celery seeds_en.mp3,Grains de céleri,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/celery seeds_fr.mp3,Semi di sedano,Celery seeds_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/celery seeds.jpg,芹菜籽,芹菜籽口感微苦，風味濃郁，常見用途是烹煮時加入調味料或做為香料使用。,
Plant-based 植物性,Sumac,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/sumac_en.mp3,Sumac,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/sumac_fr.mp3,Sommacco,Sumac_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/sumac.jpg,鹽膚木,鹽膚木質地堅實，口感細緻，帶有微甜的風味，常見用途是用來燉湯或煮粥，增添濃郁的滋味。,
Plant-based 植物性,Saffron,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/saffron_en.mp3,Safran,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/saffron_fr.mp3,Zafferano,Saffron_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/saffron.jpg,藏紅花,藏紅花的口感獨特，擁有微苦的香氣，常用於烹飪中增添色澤和風味，也被視為珍貴的調味料之一。,
Plant-based 植物性,Basil,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/basil_en.mp3,Basilic,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/basil_fr.mp3,Basilico,Basil_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/basil.jpg,羅勒,羅勒有著清新的草本香氣，口感帶有微微的辛辣和微苦，常用於製作青醬、沙拉、義大利麵等料理。,
Plant-based 植物性,Mint,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/mint_en.mp3,Menthe,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/mint_fr.mp3,Menta,Mint_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/mint.jpg,薄荷,薄荷口感清涼爽口，風味帶有微甜味，常見用途包括製作清涼飲品、調味料或製作甜點。,
Plant-based 植物性,Lemon balm,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/lemon balm_en.mp3,Mélisse,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/lemon balm_fr.mp3,Melissa,Lemon balm_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/lemon balm.jpg,檸檬香蜂草,檸檬香蜂草有清新的檸檬香氣，口感酸甜爽口，常用於沙拉、茶飲或烹飪中增添風味。,
Plant-based 植物性,Lovage,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/lovage_en.mp3,Livèche,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/lovage_fr.mp3,Levistico,Lovage_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/lovage.jpg,歐芹芹菜,歐芹芹菜具有清脆的口感和獨特的香氣，常用於製作沙拉、湯品和燉菜中，增添風味。,
Plant-based 植物性,Caraway,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/caraway_en.mp3,Carvi,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/caraway_fr.mp3,Cumino dei prati,Caraway_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/caraway.jpg,香芹籽,香芹籽口感微辛，風味濃烈，常用於烹飪中增添香氣與層次感，特別適合用來調製義大利餐或印度菜。,
Plant-based 植物性,Horseradish,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/horseradish_en.mp3,Raifort,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/horseradish_fr.mp3,Rafano,Horseradish_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/horseradish.jpg,辣根,辣根具有強烈的辛辣味道和刺激性，常用於調味料中，能增添食物的香氣和風味。,
Plant-based 植物性,Wasabi,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/wasabi_en.mp3,Wasabi,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/wasabi_fr.mp3,Wasabi,Wasabi_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/wasabi.jpg,芥末,芥末散發出濃郁的辛辣香氣，口感獨特刺激，常用於調味料中，增添料理的層次感與風味。,
Plant-based 植物性,Anise seed,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/anise seed_en.mp3,Grain d’anis,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/anise seed_fr.mp3,Semi di anice,Anise seed_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/anise seed.jpg,茴香籽,茴香籽口感帶著微微的香氣，風味濃烈且帶有一點甜味，常用於烹飪中增添料理的香氣和風味。,
Plant-based 植物性,Rosemary,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/rosemary_en.mp3,Romarin,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/rosemary_fr.mp3,Rosmarino,Rosemary_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/rosemary.jpg,迷迭香,迷迭香具有清新且微苦的口感，帶有淡淡的辛香味，常用於烹飪中增添香氣，也可用來調製調味料或作為香料搭配肉類料理。,
Plant-based 植物性,Thyme,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/thyme_en.mp3,Thym,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/thyme_fr.mp3,Timo,Thyme_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/thyme.jpg,百里香,百里香是一種具有濃郁香味的香草，口感帶有微微的苦澀，風味清新且獨特。常見用途包括烹飪、調味和製作香料。,
Grain 穀物,Quinoa,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/quinoa_en.mp3,Quinoa,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/quinoa_fr.mp3,Quinoa,Quinoa_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/quinoa.jpg,藜麥,藜麥口感Q彈，帶有堅果香氣，常見用途包括製作沙拉、粥品或健康餐點，是一種營養價值高的穀物。,
Grain 穀物,Polenta,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/polenta_en.mp3,Polenta,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/polenta_fr.mp3,Polenta,Polenta_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/polenta.jpg,玉米糊,玉米糊口感綿密細膩，風味香甜可口，常見用途是作為早餐或點心食用。,
Grain 穀物,Couscous,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/couscous_en.mp3,Couscous,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/couscous_fr.mp3,Couscous,Couscous_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/couscous.jpg,庫斯庫斯,庫斯庫斯質地柔軟，口感綿密，風味清甜可口，常見用途是用來搭配水果沙拉或製作甜點。,
Grain 穀物,Farro,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/farro_en.mp3,Petit épeautre,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/farro_fr.mp3,Farro,Farro_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/farro.jpg,法羅小麥,法羅小麥口感Q彈細緻，帶有濃郁的穀香味道，常見於麵包、糕點和餐點中使用，提升食物的口感和營養價值。,
Grain 穀物,Risotto,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/risotto_en.mp3,Risotto,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/risotto_fr.mp3,Risotto,Risotto_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/risotto.jpg,燉飯,燉飯口感細軟濕潤，風味濃郁鮮美，常見用途是作為一道濃湯或主食，製作方式簡單，適合各種人群。,
Grain 穀物,Bulgur,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/bulgur_en.mp3,Boulgour,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/bulgur_fr.mp3,Bulgur,Bulgur_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/bulgur.jpg,布格麥,布格麥質地鬆軟，口感帶有微微的麥香，適合用來製作漢堡包、三明治等烘焙食品。,
Grain 穀物,Gnocchi,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/gnocchi_en.mp3,Gnocchi,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/gnocchi_fr.mp3,Gnocchi,Gnocchi_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/gnocchi.jpg,馬鈴薯麵疙瘩,馬鈴薯麵疙瘩口感綿密Q彈，帶有淡淡的土地風味，常見用途有烹煮湯品或搭配醬料享用。,
Grain 穀物,Barley,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/barley_en.mp3,Orge,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/barley_fr.mp3,Orzo,Barley_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/barley.jpg,大麥,大麥口感Q彈，風味濃郁且帶有微甜，常見用途包括製作麥片、啤酒和湯品等。,
Grain 穀物,Millet,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/millet_en.mp3,Millet,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/millet_fr.mp3,Miglio,Millet_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/millet.jpg,小米,小米口感獨特，細軟滑爽，帶有微甜味，常見用途包括煮成粥或做成點心，是一種營養價值高的穀物。,
Grain 穀物,Semolina,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/semolina_en.mp3,Semoule,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/semolina_fr.mp3,Semola,Semolina_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/semolina.jpg,粗粒小麥粉,粗粒小麥粉口感濃郁，帶有濃厚的麥香，常用於製作麵包、餅乾等烘焙食品，賦予食物獨特的口感與風味。,
Bread 麵包,Baguette,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/baguette_en.mp3,Baguette,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/baguette_fr.mp3,Baguette,Baguette_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/baguette.jpg,法棍,法棍是一種口感酥脆，風味濃郁的法式麵包，常見用途是搭配奶酪、火腿等食材，或沾取橄欖油享用。,
Bread 麵包,Brioche,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/brioche_en.mp3,Brioche,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/brioche_fr.mp3,Brioche,Brioche_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/brioche.jpg,奶油甜麵包,奶油甜麵包外酥內軟，口感柔軟香甜，有著淡淡奶油香氣，常見用途是搭配咖啡或茶享用。,
Bread 麵包,Croissant,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/croissant_en.mp3,Croissant,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/croissant_fr.mp3,Croissant,Croissant_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/croissant.jpg,可頌,可頌外脆內軟，口感層次分明；風味香甜帶點奶油香氣，常用於早餐或下午茶，是法式經典烘焙點心。,
Bread 麵包,Choux pastry,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/choux pastry_en.mp3,Pâte à choux,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/choux pastry_fr.mp3,Pasta choux,Choux pastry_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/choux pastry.jpg,泡芙麵糰,泡芙麵糰口感輕盈蓬鬆，風味香甜濃厚，常見用途為製作泡芙、甜點或混合水果沙拉。,
Bread 麵包,Mille-feuille,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/mille-feuille_en.mp3,Mille-feuille,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/mille-feuille_fr.mp3,Millefoglie,Mille-feuille_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/mille-feuille.jpg,千層酥,千層酥外脆內鬆軟，口感層次豐富，風味香甜可口。常見用途是作為下午茶點心或甜點享用。,
Bread 麵包,Eclair,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/eclair_en.mp3,Éclair,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/eclair_fr.mp3,Éclair,Eclair_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/eclair.jpg,閃電泡芙,閃電泡芙外皮酥脆，內餡綿密香甜，口感豐富，風味濃郁，適合當作下午茶點心或甜點享用。,
Bread 麵包,Pain au chocolat,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/pain au chocolat_en.mp3,Pain au chocolat,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/pain au chocolat_fr.mp3,Pain au chocolat,Pain au chocolat_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/pain au chocolat.jpg,巧克力可頌,巧克力可頌外酥內軟，濃郁可口的巧克力風味令人愛不釋手。適合當作早餐或下午茶的點心，讓人一口接一口停不下來。,
Bread 麵包,Tarte,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/tarte_en.mp3,Tarte,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/tarte_fr.mp3,Crostata,Tarte_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/tarte.jpg,塔,塔外脆內軟，口感層次分明。風味香甜，常見用途為甜點或下午茶點心。,
Bread 麵包,Galette,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/galette_en.mp3,Galette,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/galette_fr.mp3,Galette,Galette_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/galette.jpg,法式薄餅,法式薄餅口感輕盈且脆薄，風味多樣，常見用途包括搭配各式醬料、肉類或蔬菜，是法國料理中的經典美食。,
Bread 麵包,Macaron,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/macaron_en.mp3,Macaron,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/macaron_fr.mp3,Macaron,Macaron_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/macaron.jpg,馬卡龍,馬卡龍外脆內軟，口感獨特，風味豐富，常見用途是作為下午茶點心或甜點。,
Animal-based 動物性,Beef,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/beef_en.mp3,Bœuf,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/beef_fr.mp3,Manzo,Beef_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/beef.jpg,牛肉,牛肉口感鮮嫩多汁，風味濃郁鮮美，常見用途包括涮火鍋、燉煮料理與炒菜等。,
Animal-based 動物性,Veal,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/veal_en.mp3,Veau,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/veal_fr.mp3,Vitello,Veal_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/veal.jpg,小牛肉,小牛肉肉質細嫩，口感鮮美，帶有濃厚的原始風味。常見用途包括涮火鍋、燒烤或燉煮料理中。,
Animal-based 動物性,Wagyu beef,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/wagyu beef_en.mp3,Bœuf Wagyu,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/wagyu beef_fr.mp3,Manzo Wagyu,Wagyu beef_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/wagyu beef.jpg,和牛,和牛肉質細嫩，帶有豐富的油花，口感鮮美，入口即化。常見用途包括涮火鍋、燒烤或炒菜料理。,
Animal-based 動物性,Angus beef,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/angus beef_en.mp3,Bœuf Angus,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/angus beef_fr.mp3,Manzo Angus,Angus beef_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/angus beef.jpg,安格斯牛,安格斯牛肉質細嫩，帶有豐富的肉汁，風味鮮美。常見用途包括燒烤、燉煮或煎炒，可滿足任何美食家的味蕾。,
Animal-based 動物性,Pork,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/pork_en.mp3,Porc,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/pork_fr.mp3,Maiale,Pork_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/pork.jpg,豬肉,豬肉質地鮮嫩，口感豐富，風味鮮美。廣泛用於燉煮、烤肉、燒烤等料理中，是廚房中常見的主要食材之一。,
Animal-based 動物性,Iberico pork,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/iberico pork_en.mp3,Porc ibérique,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/iberico pork_fr.mp3,Maiale iberico,Iberico pork_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/iberico pork.jpg,伊比利豬,伊比利豬肉質細嫩多汁，帶有獨特的香氣，口感細膩豐富，適合用來製作風味濃郁的燉湯或烤肉料理。,
Animal-based 動物性,Berkshire pork,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/berkshire pork_en.mp3,Porc Berkshire,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/berkshire pork_fr.mp3,Maiale nero,Berkshire pork_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/berkshire pork.jpg,巴克夏豬,巴克夏豬肉質緊實，帶有淡淡的甜味，適合燉煮、烤肉或燒烤，口感鮮嫩多汁。,
Animal-based 動物性,Wild boar,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/wild boar_en.mp3,Sanglier,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/wild boar_fr.mp3,Cinghiale,Wild boar_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/wild boar.jpg,野豬,野豬肉質緊實，帶有濃郁的野味，常用於燉煮或燒烤料理中，提供豐富的風味。,
Animal-based 動物性,Lamb,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/lamb_en.mp3,Agneau,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/lamb_fr.mp3,Agnello,Lamb_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/lamb.jpg,羊肉,羊肉口感獨特鮮嫩，風味濃郁，常見用途為涮火鍋、烤肉或燉煮料理中的主要食材。,
Animal-based 動物性,Mutton,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/mutton_en.mp3,Mouton,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/mutton_fr.mp3,Montone,Mutton_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/mutton.jpg,老羊肉,老羊肉質地緊實，肉質爽口，帶有濃郁的羊羶味，常用於涮火鍋或燉煮料理中，香氣撲鼻，回味無窮。,
Animal-based 動物性,Lamb rack,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/lamb rack_en.mp3,Carré d’agneau,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/lamb rack_fr.mp3,Carré di agnello,Lamb rack_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/lamb rack.jpg,羊排,羊排是嫩肉質細緻的肉品，口感鮮美，風味濃郁，常見用途是燒烤或煎炒料理。,
Animal-based 動物性,Goat,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/goat_en.mp3,Chèvre,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/goat_fr.mp3,Capra,Goat_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/goat.jpg,山羊肉,山羊肉口感細嫩，風味濃郁，常見用途包括燉湯、烤肉、涮火鍋等。,
Animal-based 動物性,Rabbit,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/rabbit_en.mp3,Lapin,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/rabbit_fr.mp3,Coniglio,Rabbit_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/rabbit.jpg,兔肉,兔肉質細嫩、清甜，口感細緻爽滑，風味鮮美，常見用途包括燉湯、炒菜或燒烤料理。,
Animal-based 動物性,Chicken,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/chicken_en.mp3,Poulet,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/chicken_fr.mp3,Pollo,Chicken_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/chicken.jpg,雞肉,雞肉質地細嫩，口感鮮甜，帶有淡淡的香氣，常見於燉湯、燒烤、炒菜等料理中。,
Animal-based 動物性,Guinea fowl,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/guinea fowl_en.mp3,Pintade,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/guinea fowl_fr.mp3,Faraona,Guinea fowl_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/guinea fowl.jpg,珍珠雞,珍珠雞肉質鮮嫩多汁，口感細緻，風味濃郁香甜，常見用途為烹調成滷味或涮火鍋，是家庭聚餐的美味選擇。,
Animal-based 動物性,Duck,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/duck_en.mp3,Canard,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/duck_fr.mp3,Anatra,Duck_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/duck.jpg,鴨肉,鴨肉質地緊實，帶有淡淡的脂肪香氣，口感細緻且多汁。常見用途包括涮火鍋、烤肉、燉湯等料理中使用。,
Animal-based 動物性,Foie gras,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/foie gras_en.mp3,Foie gras,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/foie gras_fr.mp3,Fegato grasso,Foie gras_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/foie gras.jpg,鵝肝 / 鴨肝,鵝肝/鴨肝口感濃郁滑順，風味豐富濃郁，常用於法式料理中，如法式鵝肝醬或鴨肝醬，是高級美食享受的代表。,
Animal-based 動物性,Goose,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/goose_en.mp3,Oie,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/goose_fr.mp3,Oca,Goose_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/goose.jpg,鵝肉,鵝肉肉質細嫩、多汁，帶有淡淡的脂肪香氣，口感豐富，常用於涮火鍋或燉湯料理中，是冬季美食的佳選。,
Animal-based 動物性,Quail,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/quail_en.mp3,Caille,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/quail_fr.mp3,Quaglia,Quail_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/quail.jpg,鵪鶉,鵪鶉肉質細嫩，口感滑嫩，帶有濃郁的香氣，常用於燉湯或煎烤料理中，是高級美食的選擇。,
Animal-based 動物性,Turkey,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/turkey_en.mp3,Dinde,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/turkey_fr.mp3,Tacchino,Turkey_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/turkey.jpg,火雞,火雞肉質鮮嫩細緻，口感豐富多汁，風味溫和清淡，常見用途包括烤、煮或炒等不同烹調方式。,
Animal-based 動物性,Pigeon,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/pigeon_en.mp3,Pigeon,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/pigeon_fr.mp3,Piccione,Pigeon_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/pigeon.jpg,鴿子,鴿子肉質細膩嫩滑，口感鮮美，風味清淡。常見用途包括燉湯、烤肉或炒菜料理。,
Animal-based 動物性,Squab,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/squab_en.mp3,Pigeonneau,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/squab_fr.mp3,Piccioncino,Squab_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/squab.jpg,幼鴿肉,幼鴿肉口感細嫩，風味鮮美，常見用途包括燉湯、燒烤或清蒸，是高級食材之一。,
Animal-based 動物性,Venison,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/venison_en.mp3,Venaison,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/venison_fr.mp3,Carne di cervo,Venison_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/venison.jpg,鹿肉,鹿肉口感細嫩，風味清淡帶有自然甜味，常見用途包括涮火鍋、烤肉或燉煮湯品中。,
Animal-based 動物性,Bison,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/bison_en.mp3,Bison,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/bison_fr.mp3,Bisonte,Bison_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/bison.jpg,野牛肉,野牛肉肉質結實，口感紮實，風味濃郁，常見用途為燉煮、炒炸或涮火鍋。,
Animal-based 動物性,Ostrich,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/ostrich_en.mp3,Autruche,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/ostrich_fr.mp3,Struzzo,Ostrich_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/ostrich.jpg,鴕鳥肉,鴕鳥肉口感細嫩多汁，風味清淡鮮美，常見用途是燉湯或烤肉料理，帶給人們健康美味的享受。,
Animal-based 動物性,Salmon,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/salmon_en.mp3,Saumon,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/salmon_fr.mp3,Salmone,Salmon_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/salmon.jpg,鮭魚,鮭魚肉質鮮嫩，口感細緻，帶有淡淡的海洋風味。常見用途包括生食、煎、烤或煮湯，是許多人喜愛的食材之一。,
Animal-based 動物性,Tuna,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/tuna_en.mp3,Thon,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/tuna_fr.mp3,Tonno,Tuna_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/tuna.jpg,鮪魚,鮪魚肉質緊實，口感鮮美，帶有淡淡的海洋風味。常用於壽司、生魚片等料理中，是高級海鮮之一。,
Animal-based 動物性,Sea bass,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/sea bass_en.mp3,Loup de mer,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/sea bass_fr.mp3,Branzino,Sea bass_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/sea bass.jpg,鱸魚,鱸魚肉質鮮嫩細膩，帶有淡淡的海味和微甜的風味，適合清蒸、紅燒或煎烤等料理方式。,
